img, px, py
JM50K_1924_076_2.jpg,46,166
JM50K_1924_076_3.jpg,100,116
JM50K_1924_077_0.jpg,165,185
JM50K_1924_077_1.jpg,178,91
JM50K_1924_077_2.jpg,66,173
JM50K_1924_077_3.jpg,120,69
JM50K_1924_078_0.jpg,163,179
JM50K_1924_078_1.jpg,170,83
JM50K_1924_078_2.jpg,68,166
JM50K_1924_078_3.jpg,110,64
JM50K_1924_079_0.jpg,156,162
JM50K_1924_079_1.jpg,168,69
JM50K_1924_079_2.jpg,71,174
JM50K_1924_079_3.jpg,107,88
JM50K_1924_080_0.jpg,163,178
JM50K_1924_080_1.jpg,179,94
JM50K_1924_080_2.jpg,63,172
JM50K_1924_080_3.jpg,98,71
JM50K_1924_084_0.jpg,181,157
JM50K_1924_084_1.jpg,172,83
JM50K_1924_084_2.jpg,87,200
JM50K_1924_084_3.jpg,86,88
JM50K_1924_085_0.jpg,133,123
JM50K_1924_085_1.jpg,120,81
JM50K_1924_085_2.jpg,76,126
JM50K_1924_085_3.jpg,93,81
JM50K_1924_086_0.jpg,163,186
JM50K_1924_086_1.jpg,184,115
JM50K_1924_086_2.jpg,62,151
JM50K_1924_086_3.jpg,115,59
JM50K_1924_087_0.jpg,133,131
JM50K_1924_087_1.jpg,127,90
JM50K_1924_087_2.jpg,83,130
JM50K_1924_087_3.jpg,85,90
JM50K_1924_089_0.jpg,176,168
JM50K_1924_089_1.jpg,172,69
JM50K_1924_089_2.jpg,75,166
JM50K_1924_089_3.jpg,102,85
JM50K_1924_090_0.jpg,162,124
JM50K_1924_090_1.jpg,208,129
JM50K_1924_090_2.jpg,62,136
JM50K_1924_090_3.jpg,115,132
JM50K_1924_093_0.jpg,150,166
JM50K_1924_093_1.jpg,177,75
JM50K_1924_093_2.jpg,58,172
JM50K_1924_093_3.jpg,117,68
JM50K_1924_094_0.jpg,163,184
JM50K_1924_094_1.jpg,184,113
JM50K_1924_094_2.jpg,81,181
JM50K_1924_094_3.jpg,86,83
JM50K_1924_095_0.jpg,187,119
JM50K_1924_095_1.jpg,176,86
JM50K_1924_095_2.jpg,61,123
JM50K_1924_095_3.jpg,83,92
JM50K_1924_096_0.jpg,153,203
JM50K_1924_096_1.jpg,201,128
JM50K_1924_096_2.jpg,-85,141
JM50K_1924_096_3.jpg,-46,57
JM50K_1924_097_0.jpg,137,173
JM50K_1924_097_1.jpg,124,124
JM50K_1924_097_2.jpg,130,170
JM50K_1924_097_3.jpg,118,126
JM50K_1924_098_0.jpg,117,185
JM50K_1924_098_1.jpg,134,93
JM50K_1924_098_2.jpg,65,154
JM50K_1924_098_3.jpg,104,61
JM50K_1924_099_0.jpg,170,173
JM50K_1924_099_1.jpg,177,132
JM50K_1924_099_2.jpg,62,169
JM50K_1924_099_3.jpg,102,118
JM50K_1924_100_0.jpg,154,185
JM50K_1924_100_1.jpg,183,105
JM50K_1924_100_2.jpg,61,153
JM50K_1924_100_3.jpg,113,71
JM50K_1924_102_0.jpg,169,176
JM50K_1924_102_1.jpg,172,88
JM50K_1924_102_2.jpg,87,166
JM50K_1924_102_3.jpg,78,79
JM50K_1924_103_0.jpg,179,168
JM50K_1924_103_1.jpg,164,83
JM50K_1924_103_2.jpg,129,187
JM50K_1924_103_3.jpg,121,81
